route,lat,lon,genus,species,count
1005,57.41667,-133.93333,Sorex,monticolus,7
1006,57.21667,-133.48333,Odocoileus,hemionus,
1006,57.21667,-133.48333,Myodes,rutilus,22
1006,57.21667,-133.48333,Peromyscus,keeni,2
1006,57.21667,-133.48333,Sorex,cinereus,6
1006,57.21667,-133.48333,Sorex,monticolus,8
1007,58.03333,-133.95,Odocoileus,hemionus,
1007,58.03333,-133.95,Myodes,rutilus,8
1007,58.03333,-133.95,Microtus,longicaudus,2
1007,58.03333,-133.95,Peromyscus,keeni,35
1007,58.03333,-133.95,Synaptomys,borealis,1
1007,58.03333,-133.95,Neovison,vison,1
1007,58.03333,-133.95,Sorex,cinereus,9
1007,58.03333,-133.95,Sorex,monticolus,3
1008,36.461944,-116.866667,Chaetodipus,formosus,22
1012,35.042881,-115.40036,Neotoma,lepida,81
1012,35.042881,-115.40036,Peromyscus,boylii,50
1012,35.042881,-115.40036,Peromyscus,crinitus,44
1012,35.042881,-115.40036,Peromyscus,eremicus,74
1012,35.042881,-115.40036,Peromyscus,maniculatus,9
1012,35.042881,-115.40036,Peromyscus,spp.,7
1012,35.042881,-115.40036,Peromyscus,truei,14
1012,35.042881,-115.40036,Ammospermophilus,leucurus,2
1013,44.637175,-123.310781,Zapus,trinotatus,1
1013,44.637175,-123.310781,Myodes,californicus,16
1013,44.637175,-123.310781,Microtus,oregoni,29
1013,44.637175,-123.310781,Mus,musculus,1
1013,44.637175,-123.310781,Neotoma,cinerea,1
1013,44.637175,-123.310781,Neotoma,fuscipes,2
1013,44.637175,-123.310781,Peromyscus,maniculatus,910
1013,44.637175,-123.310781,Mustela,erminea,4
1013,44.637175,-123.310781,Glaucomys,sabrinus,27
1013,44.637175,-123.310781,Tamias,townsendii,98
1013,44.637175,-123.310781,Neurotrichus,gibbsii,4
1013,44.637175,-123.310781,Sorex,bairdi,12
1013,44.637175,-123.310781,Sorex,pacificus,33
1013,44.637175,-123.310781,Sorex,sonomae,17
1013,44.637175,-123.310781,Sorex,trowbridgii,195
1013,44.637175,-123.310781,Sorex,vagrans,5
1014,44.637175,-123.310781,Zapus,trinotatus,4
1014,44.637175,-123.310781,Myodes,californicus,22
1014,44.637175,-123.310781,Microtus,oregoni,83
1014,44.637175,-123.310781,Neotoma,fuscipes,15
1014,44.637175,-123.310781,Peromyscus,maniculatus,1074
1014,44.637175,-123.310781,Mustela,erminea,8
1014,44.637175,-123.310781,Glaucomys,sabrinus,18
1014,44.637175,-123.310781,Tamias,townsendii,261
1014,44.637175,-123.310781,Tamiasciurus,douglasii,1
1014,44.637175,-123.310781,Sorex,bairdi,24
1014,44.637175,-123.310781,Sorex,pacificus,74
1014,44.637175,-123.310781,Sorex,sonomae,37
1014,44.637175,-123.310781,Sorex,trowbridgii,182
1014,44.637175,-123.310781,Sorex,vagrans,18
1014,44.637175,-123.310781,Scapanus,orarius,1
1015,44.637175,-123.310781,Zapus,trinotatus,26
1015,44.637175,-123.310781,Sylvilagus,bachmani,1
1015,44.637175,-123.310781,Myodes,californicus,4
1015,44.637175,-123.310781,Microtus,oregoni,74
1015,44.637175,-123.310781,Neotoma,fuscipes,35
1015,44.637175,-123.310781,Peromyscus,maniculatus,1293
1015,44.637175,-123.310781,Mustela,erminea,8
1015,44.637175,-123.310781,Spermophilus,beecheyi,7
1015,44.637175,-123.310781,Tamias,townsendii,336
1015,44.637175,-123.310781,Sorex,bairdi,14
1015,44.637175,-123.310781,Sorex,pacificus,43
1015,44.637175,-123.310781,Sorex,sonomae,23
1015,44.637175,-123.310781,Sorex,trowbridgii,145
1015,44.637175,-123.310781,Sorex,vagrans,34
1016,44.637175,-123.310781,Zapus,trinotatus,10
1016,44.637175,-123.310781,Myodes,californicus,137
1016,44.637175,-123.310781,Neotoma,fuscipes,52
1016,44.637175,-123.310781,Peromyscus,maniculatus,1158
1016,44.637175,-123.310781,Mustela,erminea,11
1016,44.637175,-123.310781,Spermophilus,beecheyi,12
1016,44.637175,-123.310781,Tamias,townsendii,208
1016,44.637175,-123.310781,Sorex,bairdi,8
1016,44.637175,-123.310781,Sorex,pacificus,18
1016,44.637175,-123.310781,Sorex,sonomae,18
1016,44.637175,-123.310781,Sorex,trowbridgii,111
1016,44.637175,-123.310781,Sorex,vagrans,80
1017,44.637175,-123.310781,Zapus,trinotatus,8
1017,44.637175,-123.310781,Sylvilagus,bachmani,3
1017,44.637175,-123.310781,Myodes,californicus,25
1017,44.637175,-123.310781,Microtus,oregoni,64
1017,44.637175,-123.310781,Neotoma,fuscipes,29
1017,44.637175,-123.310781,Peromyscus,maniculatus,1047
1017,44.637175,-123.310781,Mustela,erminea,8
1017,44.637175,-123.310781,Glaucomys,sabrinus,21
1017,44.637175,-123.310781,Spermophilus,beecheyi,1
1017,44.637175,-123.310781,Tamias,townsendii,350
1017,44.637175,-123.310781,Tamiasciurus,douglasii,13
1017,44.637175,-123.310781,Neurotrichus,gibbsii,4
1017,44.637175,-123.310781,Sorex,bairdi,24
1017,44.637175,-123.310781,Sorex,pacificus,87
1017,44.637175,-123.310781,Sorex,sonomae,24
1017,44.637175,-123.310781,Sorex,trowbridgii,281
1017,44.637175,-123.310781,Sorex,vagrans,16
1017,44.637175,-123.310781,Scapanus,orarius,2
1018,44.637175,-123.310781,Zapus,trinotatus,5
1018,44.637175,-123.310781,Sylvilagus,bachmani,2
1018,44.637175,-123.310781,Myodes,californicus,35
1018,44.637175,-123.310781,Microtus,oregoni,109
1018,44.637175,-123.310781,Mus,musculus,1
1018,44.637175,-123.310781,Neotoma,cinerea,1
1018,44.637175,-123.310781,Neotoma,fuscipes,25
1018,44.637175,-123.310781,Peromyscus,maniculatus,1045
1018,44.637175,-123.310781,Mustela,erminea,5
1018,44.637175,-123.310781,Glaucomys,sabrinus,36
1018,44.637175,-123.310781,Spermophilus,beecheyi,1
1018,44.637175,-123.310781,Tamias,townsendii,336
1018,44.637175,-123.310781,Tamiasciurus,douglasii,1
1018,44.637175,-123.310781,Neurotrichus,gibbsii,1
1018,44.637175,-123.310781,Sorex,bairdi,15
1018,44.637175,-123.310781,Sorex,pacificus,87
1018,44.637175,-123.310781,Sorex,sonomae,30
1018,44.637175,-123.310781,Sorex,trowbridgii,251
1018,44.637175,-123.310781,Sorex,vagrans,25
1018,44.637175,-123.310781,Scapanus,orarius,1
1019,44.637175,-123.310781,Didelphis,virginiana,1
1019,44.637175,-123.310781,Zapus,trinotatus,26
1019,44.637175,-123.310781,Sylvilagus,bachmani,1
1019,44.637175,-123.310781,Myodes,californicus,2
1019,44.637175,-123.310781,Microtus,oregoni,79
1019,44.637175,-123.310781,Microtus,townsendii,2
1019,44.637175,-123.310781,Neotoma,fuscipes,127
1019,44.637175,-123.310781,Peromyscus,maniculatus,1261
1019,44.637175,-123.310781,Mustela,erminea,9
1019,44.637175,-123.310781,Spermophilus,beecheyi,9
1019,44.637175,-123.310781,Tamias,townsendii,300
1019,44.637175,-123.310781,Neurotrichus,gibbsii,1
1019,44.637175,-123.310781,Sorex,bairdi,4
1019,44.637175,-123.310781,Sorex,pacificus,7
1019,44.637175,-123.310781,Sorex,sonomae,10
1019,44.637175,-123.310781,Sorex,trowbridgii,174
1019,44.637175,-123.310781,Sorex,vagrans,57
1020,44.637175,-123.310781,Zapus,trinotatus,30
1020,44.637175,-123.310781,Myodes,californicus,1
1020,44.637175,-123.310781,Microtus,oregoni,209
1020,44.637175,-123.310781,Neotoma,fuscipes,53
1020,44.637175,-123.310781,Peromyscus,maniculatus,1012
1020,44.637175,-123.310781,Mustela,erminea,11
1020,44.637175,-123.310781,Spermophilus,beecheyi,21
1020,44.637175,-123.310781,Tamias,townsendii,310
1020,44.637175,-123.310781,Neurotrichus,gibbsii,1
1020,44.637175,-123.310781,Sorex,bairdi,8
1020,44.637175,-123.310781,Sorex,pacificus,29
1020,44.637175,-123.310781,Sorex,sonomae,13
1020,44.637175,-123.310781,Sorex,trowbridgii,242
1020,44.637175,-123.310781,Sorex,vagrans,108
1020,44.637175,-123.310781,Scapanus,orarius,2
1021,34.252058,-112.522733,Chaetodipus,baileyi,8
1021,34.252058,-112.522733,Chaetodipus,intermedius,9
1021,34.252058,-112.522733,Chaetodipus,penicillatus,8
1021,34.252058,-112.522733,Dipodomys,merriami,13
1021,34.252058,-112.522733,Perognathus,longimembris,4
1021,34.252058,-112.522733,Sylvilagus,audubonii,1
1021,34.252058,-112.522733,Neotoma,albigula,12
1021,34.252058,-112.522733,Neotoma,lepida,1
1021,34.252058,-112.522733,Peromyscus,eremicus,7
1021,34.252058,-112.522733,Ammospermophilus,harrisii,13
1021,34.252058,-112.522733,Spermophilus,tereticaudus,1
1022,34.252058,-112.522733,Chaetodipus,baileyi,24
1022,34.252058,-112.522733,Chaetodipus,intermedius,77
1022,34.252058,-112.522733,Chaetodipus,penicillatus,10
1022,34.252058,-112.522733,Dipodomys,merriami,34
1022,34.252058,-112.522733,Perognathus,amplus,5
1022,34.252058,-112.522733,Perognathus,longimembris,5
1022,34.252058,-112.522733,Sylvilagus,audubonii,1
1022,34.252058,-112.522733,Neotoma,albigula,46
1022,34.252058,-112.522733,Neotoma,lepida,13
1022,34.252058,-112.522733,Peromyscus,eremicus,22
1022,34.252058,-112.522733,Ammospermophilus,harrisii,9
1023,34.252058,-112.522733,Dipodomys,merriami,7
1023,34.252058,-112.522733,Perognathus,amplus,10
1023,34.252058,-112.522733,Peromyscus,eremicus,3
1023,34.252058,-112.522733,Ammospermophilus,harrisii,1
1024,34.252058,-112.522733,Dipodomys,merriami,2
1024,34.252058,-112.522733,Sylvilagus,floridanus,1
1024,34.252058,-112.522733,Neotoma,albigula,29
1024,34.252058,-112.522733,Neotoma,lepida,1
1024,34.252058,-112.522733,Neotoma,stephensi,1
1024,34.252058,-112.522733,Onychomys,torridus,2
1024,34.252058,-112.522733,Peromyscus,eremicus,14
1024,34.252058,-112.522733,Peromyscus,maniculatus,2
1025,34.252058,-112.522733,Chaetodipus,intermedius,2
1025,34.252058,-112.522733,Dipodomys,merriami,1
1025,34.252058,-112.522733,Dipodomys,ordii,1
1025,34.252058,-112.522733,Neotoma,albigula,2
1025,34.252058,-112.522733,Neotoma,lepida,1
1025,34.252058,-112.522733,Peromyscus,eremicus,3
1025,34.252058,-112.522733,Tamias,dorsalis,1
1026,34.252058,-112.522733,Dipodomys,ordii,2
1026,34.252058,-112.522733,Sylvilagus,audubonii,1
1026,34.252058,-112.522733,Sylvilagus,floridanus,1
1026,34.252058,-112.522733,Neotoma,albigula,9
1026,34.252058,-112.522733,Neotoma,lepida,1
1026,34.252058,-112.522733,Neotoma,stephensi,1
1026,34.252058,-112.522733,Peromyscus,leucopus,1
1026,34.252058,-112.522733,Peromyscus,maniculatus,1
1027,34.252058,-112.522733,Neotoma,albigula,4
1027,34.252058,-112.522733,Neotoma,lepida,3
1027,34.252058,-112.522733,Peromyscus,eremicus,1
1027,34.252058,-112.522733,Peromyscus,leucopus,1
1028,34.252058,-112.522733,Chaetodipus,baileyi,1
1028,34.252058,-112.522733,Chaetodipus,intermedius,5
1028,34.252058,-112.522733,Dipodomys,merriami,4
1028,34.252058,-112.522733,Ammospermophilus,harrisii,1
1029,39.737758,-107.731454,Myodes,gapperi,33
1029,39.737758,-107.731454,Microtus,longicaudus,5
1029,39.737758,-107.731454,Microtus,montanus,19
1029,39.737758,-107.731454,Peromyscus,maniculatus,86
1029,39.737758,-107.731454,Tamias,minimus,107
1030,39.737758,-107.731454,Myodes,gapperi,57
1030,39.737758,-107.731454,Microtus,longicaudus,17
1030,39.737758,-107.731454,Microtus,montanus,7
1030,39.737758,-107.731454,Peromyscus,maniculatus,76
1030,39.737758,-107.731454,Tamias,minimus,138
1031,39.737758,-107.731454,Myodes,gapperi,140
1031,39.737758,-107.731454,Microtus,longicaudus,5
1031,39.737758,-107.731454,Microtus,montanus,7
1031,39.737758,-107.731454,Peromyscus,maniculatus,90
1031,39.737758,-107.731454,Tamias,minimus,59
1032,39.737758,-107.731454,Myodes,gapperi,126
1032,39.737758,-107.731454,Microtus,longicaudus,10
1032,39.737758,-107.731454,Microtus,montanus,5
1032,39.737758,-107.731454,Peromyscus,maniculatus,78
1032,39.737758,-107.731454,Tamias,minimus,95
1033,39.737758,-107.731454,Myodes,gapperi,121
1033,39.737758,-107.731454,Microtus,longicaudus,7
1033,39.737758,-107.731454,Microtus,montanus,10
1033,39.737758,-107.731454,Peromyscus,maniculatus,119
1033,39.737758,-107.731454,Tamias,minimus,57
1034,44.837728,-115.787619,Thomomys,talpoides,
1034,44.837728,-115.787619,Microtus,richardsoni,
1034,44.837728,-115.787619,Myodes,gapperi,12
1034,44.837728,-115.787619,Peromyscus,maniculatus,26
1034,44.837728,-115.787619,Mustela,frenata,
1034,44.837728,-115.787619,Glaucomys,sabrinus,
1034,44.837728,-115.787619,Tamias,amoenus,31.5
1034,44.837728,-115.787619,Sorex,spp.,4
1034,44.837728,-115.787619,Thomomys,talpoides,
1034,44.837728,-115.787619,Microtus,richardsoni,
1034,44.837728,-115.787619,Myodes,gapperi,14.7
1034,44.837728,-115.787619,Peromyscus,maniculatus,25
1034,44.837728,-115.787619,Mustela,frenata,
1034,44.837728,-115.787619,Glaucomys,sabrinus,
1034,44.837728,-115.787619,Tamias,amoenus,18.7
1034,44.837728,-115.787619,Sorex,spp.,2.7
1035,44.837728,-115.787619,Zapus,princeps,1.5
1035,44.837728,-115.787619,Thomomys,talpoides,
1035,44.837728,-115.787619,Microtus,richardsoni,
1035,44.837728,-115.787619,Myodes,gapperi,19
1035,44.837728,-115.787619,Peromyscus,maniculatus,43
1035,44.837728,-115.787619,Mustela,frenata,
1035,44.837728,-115.787619,Glaucomys,sabrinus,
1035,44.837728,-115.787619,Tamias,amoenus,21
1035,44.837728,-115.787619,Sorex,spp.,5.5
1036,33.28672,-111.278588,Peromyscus,eremicus,1
1036,33.28672,-111.278588,Notiosorex,crawfordi,1
1037,33.28672,-111.278588,Chaetodipus,baileyi,2
1037,33.28672,-111.278588,Neotoma,albigula,2
1037,33.28672,-111.278588,Peromyscus,eremicus,2
1037,33.28672,-111.278588,Notiosorex,crawfordi,6
1038,33.28672,-111.278588,Chaetodipus,baileyi,25
1038,33.28672,-111.278588,Perognathus,amplus,13
1038,33.28672,-111.278588,Notiosorex,crawfordi,1
1039,33.28672,-111.278588,Chaetodipus,baileyi,5
1039,33.28672,-111.278588,Perognathus,amplus,14
1040,37.117436,-116.049992,Dipodomys,microps,0.59
1040,37.117436,-116.049992,Perognathus,longimembris,2.28
1040,37.117436,-116.049992,Onychomys,torridus,0.18
1041,37.117436,-116.049992,Chaetodipus,formosus,0.13
1041,37.117436,-116.049992,Dipodomys,merriami,0.13
1041,37.117436,-116.049992,Dipodomys,microps,2.72
1041,37.117436,-116.049992,Perognathus,longimembris,2.13
1041,37.117436,-116.049992,Onychomys,torridus,0.49
1041,37.117436,-116.049992,Ammospermophilus,leucurus,0.14
1042,37.117436,-116.049992,Dipodomys,merriami,0.08
1042,37.117436,-116.049992,Dipodomys,microps,0.09
1042,37.117436,-116.049992,Dipodomys,ordii,0.14
1042,37.117436,-116.049992,Perognathus,longimembris,1.75
1042,37.117436,-116.049992,Onychomys,torridus,0.21
1043,37.117436,-116.049992,Chaetodipus,formosus,1.87
1043,37.117436,-116.049992,Dipodomys,merriami,0.13
1043,37.117436,-116.049992,Peromyscus,maniculatus,0.02
1044,37.117436,-116.049992,Dipodomys,merriami,0.13
1044,37.117436,-116.049992,Dipodomys,microps,0.21
1044,37.117436,-116.049992,Dipodomys,ordii,0.14
1044,37.117436,-116.049992,Perognathus,longimembris,1.36
1044,37.117436,-116.049992,Onychomys,torridus,0.06
1045,37.117436,-116.049992,Chaetodipus,formosus,1.04
1045,37.117436,-116.049992,Dipodomys,merriami,0.13
1045,37.117436,-116.049992,Dipodomys,microps,0.31
1045,37.117436,-116.049992,Perognathus,longimembris,1.94
1045,37.117436,-116.049992,Neotoma,lepida,
1045,37.117436,-116.049992,Peromyscus,crinitus,
1045,37.117436,-116.049992,Ammospermophilus,leucurus,0.14
1046,37.117436,-116.049992,Chaetodipus,formosus,0.38
1046,37.117436,-116.049992,Dipodomys,merriami,0.13
1046,37.117436,-116.049992,Dipodomys,microps,0.55
1046,37.117436,-116.049992,Perognathus,longimembris,1.94
1046,37.117436,-116.049992,Neotoma,lepida,
1046,37.117436,-116.049992,Onychomys,torridus,0.29
1046,37.117436,-116.049992,Peromyscus,maniculatus,0.02
1046,37.117436,-116.049992,Peromyscus,crinitus,
1046,37.117436,-116.049992,Ammospermophilus,leucurus,0.05
1047,37.117436,-116.049992,Dipodomys,merriami,0.06
1047,37.117436,-116.049992,Dipodomys,microps,0.94
1047,37.117436,-116.049992,Dipodomys,ordii,0.14
1047,37.117436,-116.049992,Perognathus,longimembris,1.03
1047,37.117436,-116.049992,Onychomys,torridus,0.29
1047,37.117436,-116.049992,Peromyscus,maniculatus,0.02
1047,37.117436,-116.049992,Ammospermophilus,leucurus,0.1
1048,37.117436,-116.049992,Dipodomys,merriami,0.38
1048,37.117436,-116.049992,Dipodomys,microps,1.28
1048,37.117436,-116.049992,Dipodomys,ordii,0.63
1048,37.117436,-116.049992,Perognathus,longimembris,1.58
1048,37.117436,-116.049992,Onychomys,torridus,0.23
1048,37.117436,-116.049992,Ammospermophilus,leucurus,0.18
1049,37.117436,-116.049992,Dipodomys,microps,2.13
1049,37.117436,-116.049992,Perognathus,longimembris,1.45
1049,37.117436,-116.049992,Ammospermophilus,leucurus,0.33
1050,37.117436,-116.049992,Dipodomys,microps,1.37
1050,37.117436,-116.049992,Perognathus,longimembris,0.05
1051,37.117436,-116.049992,Dipodomys,merriami,0.91
1051,37.117436,-116.049992,Dipodomys,ordii,0.14
1051,37.117436,-116.049992,Perognathus,longimembris,0.41
1051,37.117436,-116.049992,Onychomys,torridus,0.07
1051,37.117436,-116.049992,Ammospermophilus,leucurus,0.36
1052,37.117436,-116.049992,Dipodomys,ordii,0.28
1053,37.117436,-116.049992,Perognathus,longimembris,0.14
1053,37.117436,-116.049992,Ammospermophilus,leucurus,0.27
1054,37.117436,-116.049992,Chaetodipus,formosus,0.13
1054,37.117436,-116.049992,Dipodomys,merriami,0.88
1054,37.117436,-116.049992,Perognathus,longimembris,2.38
1054,37.117436,-116.049992,Onychomys,torridus,0.12
1055,37.117436,-116.049992,Dipodomys,merriami,1.13
1055,37.117436,-116.049992,Dipodomys,ordii,0.14
1055,37.117436,-116.049992,Perognathus,longimembris,1.25
1055,37.117436,-116.049992,Onychomys,torridus,0.12
1056,37.117436,-116.049992,Dipodomys,merriami,0.09
1056,37.117436,-116.049992,Dipodomys,microps,0.14
1056,37.117436,-116.049992,Perognathus,longimembris,0.19
1056,37.117436,-116.049992,Ammospermophilus,leucurus,0.08
1057,37.117436,-116.049992,Chaetodipus,formosus,0.11
1057,37.117436,-116.049992,Dipodomys,merriami,0.66
1057,37.117436,-116.049992,Perognathus,longimembris,2.41
1057,37.117436,-116.049992,Onychomys,torridus,0.61
1058,37.117436,-116.049992,Dipodomys,merriami,0.47
1058,37.117436,-116.049992,Perognathus,longimembris,2.69
1058,37.117436,-116.049992,Ammospermophilus,leucurus,0.13
1059,37.117436,-116.049992,Dipodomys,merriami,0.28
1059,37.117436,-116.049992,Perognathus,longimembris,1.3
1060,37.117436,-116.049992,Dipodomys,microps,0.28
1060,37.117436,-116.049992,Perognathus,longimembris,0.88
1060,37.117436,-116.049992,Ammospermophilus,leucurus,13
1061,37.117436,-116.049992,Chaetodipus,formosus,0.11
1061,37.117436,-116.049992,Dipodomys,merriami,0.09
1061,37.117436,-116.049992,Dipodomys,microps,0.28
1061,37.117436,-116.049992,Perognathus,longimembris,1.67
1061,37.117436,-116.049992,Ammospermophilus,leucurus,0.13
1062,37.117436,-116.049992,Chaetodipus,formosus,1.14
1062,37.117436,-116.049992,Dipodomys,merriami,0.47
1062,37.117436,-116.049992,Perognathus,longimembris,0.97
1062,37.117436,-116.049992,Onychomys,torridus,0.61
1063,37.117436,-116.049992,Chaetodipus,formosus,0.9
1063,37.117436,-116.049992,Dipodomys,merriami,0.12
1063,37.117436,-116.049992,Dipodomys,microps,0.38
1063,37.117436,-116.049992,Perognathus,longimembris,1.82
1063,37.117436,-116.049992,Onychomys,torridus,0.61
1063,37.117436,-116.049992,Ammospermophilus,leucurus,0.08
1064,37.117436,-116.049992,Chaetodipus,formosus,2.29
1064,37.117436,-116.049992,Dipodomys,merriami,0.24
1064,37.117436,-116.049992,Dipodomys,microps,0.38
1064,37.117436,-116.049992,Perognathus,longimembris,0.2
1065,37.117436,-116.049992,Chaetodipus,formosus,0.56
1065,37.117436,-116.049992,Dipodomys,merriami,0.19
1065,37.117436,-116.049992,Dipodomys,microps,0.56
1065,37.117436,-116.049992,Perognathus,longimembris,0.48
1065,37.117436,-116.049992,Peromyscus,crinitus,
1065,37.117436,-116.049992,Ammospermophilus,leucurus,0.23
1066,37.117436,-116.049992,Chaetodipus,formosus,0.23
1066,37.117436,-116.049992,Dipodomys,microps,0.42
1066,37.117436,-116.049992,Perognathus,longimembris,0.39
1066,37.117436,-116.049992,Onychomys,torridus,0.61
1066,37.117436,-116.049992,Ammospermophilus,leucurus,0.08
1067,37.117436,-116.049992,Dipodomys,merriami,0.19
1067,37.117436,-116.049992,Peromyscus,maniculatus,0.02
1068,37.117436,-116.049992,Chaetodipus,formosus,1.47
1068,37.117436,-116.049992,Dipodomys,merriami,1.71
1068,37.117436,-116.049992,Perognathus,longimembris,0.19
1069,37.117436,-116.049992,Chaetodipus,formosus,2.28
1069,37.117436,-116.049992,Dipodomys,merriami,0.38
1069,37.117436,-116.049992,Dipodomys,microps,0.14
1069,37.117436,-116.049992,Peromyscus,crinitus,
1070,37.117436,-116.049992,Chaetodipus,formosus,0.79
1070,37.117436,-116.049992,Dipodomys,merriami,0.78
1070,37.117436,-116.049992,Perognathus,longimembris,0.96
1070,37.117436,-116.049992,Ammospermophilus,leucurus,0.16
1071,37.117436,-116.049992,Dipodomys,merriami,0.59
1071,37.117436,-116.049992,Perognathus,longimembris,0.39
1071,37.117436,-116.049992,Ammospermophilus,leucurus,0.08
1072,37.117436,-116.049992,Chaetodipus,formosus,0.23
1072,37.117436,-116.049992,Dipodomys,microps,0.28
1072,37.117436,-116.049992,Perognathus,longimembris,0.51
1072,37.117436,-116.049992,Ammospermophilus,leucurus,0.16
1073,37.117436,-116.049992,Chaetodipus,formosus,0.11
1073,37.117436,-116.049992,Dipodomys,microps,0.14
1073,37.117436,-116.049992,Perognathus,longimembris,0.48
1074,37.117436,-116.049992,Chaetodipus,formosus,0.11
1074,37.117436,-116.049992,Dipodomys,merriami,0.09
1074,37.117436,-116.049992,Perognathus,longimembris,0.48
1075,37.117436,-116.049992,Chaetodipus,formosus,1.88
1075,37.117436,-116.049992,Dipodomys,microps,0.62
1075,37.117436,-116.049992,Perognathus,longimembris,0.45
1075,37.117436,-116.049992,Onychomys,torridus,0.08
1075,37.117436,-116.049992,Peromyscus,crinitus,
1075,37.117436,-116.049992,Ammospermophilus,leucurus,0.09
1076,37.117436,-116.049992,Chaetodipus,formosus,0.75
1076,37.117436,-116.049992,Dipodomys,merriami,0.6
